Provider CCN,Hospital Name,State Code,Region,Region Numeric,Rural Versus Urban,RvU Numeric,CCN Facility Type,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Inpatient Revenue,Outpatient Revenue,Net Income,Net Revenue from Medicaid,Medicaid Charges
451328,RICELAND MEDICAL CENTER,TX,SW,2,U,1,CAH,277390,4289768,1860385,2123942,3366951,29544162,32911113,3366951,189303181,-366729,1169241,3215909
201311,DOWN EAST COMMUNITY HOSPITAL,ME,NE,3,R,2,CAH,421262,3199273,2153338,2153338,14072341,67498751,81571092,15784676,87443514,2929414,7188157,13889586
271323,CLARK FORK VALLEY HOSPITAL,MT,W,5,R,2,CAH,62004,583500,724420,724420,11160292,27240573,38400865,12328276,29578868,1968332,4129250,6974775
501322,FERRY COUNTY MEMORIAL HOSPITAL,WA,W,5,R,2,CAH,24167,357136,292097,292097,8809841,10087618,18897459,10543209,9313882,1443895,3019051,4916526
131327,GRITMAN MEDICAL CENTER,ID,W,5,R,2,CAH,593247,3417259,4964416,7204686,27200429,85574701,112775130,30505535,99717836,716466,3021856,10305971
331320,BASSETT HOSPITAL OF SCHOHARIE COUNTY,NY,NE,3,R,2,CAH,46025,,46025,46025,1459829,11710087,13169916,1454228,11715687,46724,1283685,2551490
381303,PROVIDENCE SEASIDE HOSPITAL,OR,W,5,R,2,CAH,952390,994304,1999947,3481071,21421699,94221499,115643198,22566880,108651800,-8382665,6834163,17153182
101300,ADVENTHEALTH WAUCHULA,FL,SE,1,R,2,CAH,1995655,3410121,3067470,5631692,30081712,89471517,119553229,27835592,85511654,5182867,1788789,22567625
151328,INDIANA UNIVERSITY HEALTH BEDFORD,IN,MW,4,R,2,CAH,1019384,7791714,3258866,5302513,31205247,204161355,235366602,31205247,205674382,14881542,5988360,35917785
241361,MAYO CLINIC HEALTH SYS - NEW PRAGUE,MN,MW,4,U,1,CAH,206464,1212833,1511234,2431845,12086339,47737017,59823356,12091845,71387714,-892044,2600655,6095752
271343,PROVIDENCE ST JOSEPH MEDICAL CTR,MT,W,5,R,2,CAH,539833,352839,1079564,1079564,8338571,40551999,48890570,10153883,44692009,-4348005,6014046,10109490
151320,IU HEALTH JAY HOSPITAL,IN,MW,4,R,2,CAH,1119104,3432226,2367704,7565311,19283117,75480097,94763214,19283117,75480097,-7689634,2392759,21552190
171301,GREAT PLAINS OF ELLINWOOD  INC.,KS,MW,4,R,2,CAH,1902,161585,187742,233714,1623531,3728696,5352227,1623531,4106478,-814789,172303,208272
171328,GREAT PLAINS OF OTTAWA COUNTY  INC,KS,MW,4,R,2,CAH,16777,59925,52794,250735,3532845,2261200,5794045,3533880,2260166,124807,177504,360913
171371,CLAY COUNTY MEDICAL CENTER,KS,MW,4,R,2,CAH,397311,1307613,1154641,2120376,8853461,35718480,44571941,9140819,37649963,3087890,706214,3105535
281344,CHERRY COUNTY HOSPITAL,NE,MW,4,R,2,CAH,163110,682500,601359,1294336,6093657,24811625,30905282,6289407,26428757,137251,1610167,3456576
501303,WILLAPA HARBOR HOSPITAL,WA,W,5,R,2,CAH,73133,661884,690450,2339577,3232332,29293473,32525805,4541583,32714185,694128,2960103,7388362
61328,PAGOSA SPRINGS MEDICAL CENTER,CO,W,5,R,2,CAH,269658,3470960,2541391,2541391,5537587,49673683,55211270,5940388,55828871,1188621,4721926,11620320
131317,BENEWAH COMMUNITY HOSPITAL,ID,W,5,R,2,CAH,41592,664433,507761,1061143,4790945,19064824,23855769,5383169,23299665,-1499304,971286,2173117
241381,SANFORD THIEF RIVER FALLS,MN,MW,4,R,2,CAH,249218,1448594,3843980,6245621,16267667,85002559,101270226,16302472,97715236,10464662,3835676,12473387
501334,LAKE CHELAN COMMUNITY HOSPITAL,WA,W,5,R,2,CAH,487195,2328291,2033546,2685763,10822595,30139771,40962366,11246561,33283130,-1229035,80019,1068576
241322,INTL FALLS MEMORIAL HOSPITAL,MN,MW,4,R,2,CAH,9551,901318,619379,1938457,8171848,37601616,45773464,8429170,42107053,538431,2958942,7882729
451384,D.M. COGDELL MEMORIAL HOSPITAL,TX,SW,2,R,2,CAH,4225727,1299659,5839790,5907727,8436063,48142889,56578952,8538801,54166865,1556073,3212088,8086079
241338,MAYO CLNIC HEALTH SYSTEM - LAKE CITY,MN,MW,4,R,2,CAH,156314,683617,1259287,1616504,19124898,25667186,44792084,19124898,35125198,547325,5197627,7385317
501332,TRI-STATE MEMORIAL HOSPITAL,WA,W,5,R,2,CAH,268454,2001483,3218761,4478229,37327659,117597234,154924893,40275392,142226542,868001,6676736,17811912
501316,KLICKITAT VALLEY HEALTH,WA,W,5,R,2,CAH,215696,1431633,1342417,1946160,3059734,35892218,38951952,3120078,41674284,1237463,6749288,11883418
51310,HOWARD MEMORIAL HOSPITA,CA,W,5,R,2,CAH,883702,4293325,21950890,24732342,116476250,88866060,205342310,121836436,96276298,3747976,6242171,42724492
521322,GRANT REGIONAL HEALTH CENTER  INC.,WI,MW,4,R,2,CAH,206137,695637,538191,538191,9874561,38038835,47913396,11916018,44189800,693310,4017825,6094299
201313,SEBASTICOOK VALLEY HOSPITAL,ME,NE,3,R,2,CAH,631315,3438158,2424686,2442599,10867425,55534344,66401769,11533331,63083721,4418178,5810283,10608583
241378,NEW ULM MEDICAL CENTER,MN,MW,4,R,2,CAH,433153,2609843,2096898,2747518,31059396,119371024,150430420,31285074,170391194,7817187,1945779,4446560
261315,PARKLAND HLTH CTR - BONNE TERRE,MO,MW,4,R,2,CAH,1334127,2180182,2631150,2631150,929765,61526678,62456443,71467481,287984882,-3402791,2375184,10391497
241350,MERCY HOSPITAL & HEALTH CARE CENTER,MN,MW,4,R,2,CAH,4674,1103334,701175,2011014,11776787,50090559,61867346,13245614,49208820,-1493518,5340319,11775756
241355,GLENCOE REGIONAL HEALTH SERVICES,MN,MW,4,R,2,CAH,929877,1214416,3367580,4503839,31274246,59788152,91062398,34499984,72712387,6124234,6509832,13681586
110026,ELBERT MEMORIAL HOSPITAL,GA,SE,1,R,2,STH,58554,1454043,537737,537737,3620882,16547140,20168022,3472668,17714052,9917,649393,2140690
501324,THREE RIVERS HOSPITAL,WA,W,5,R,2,CAH,283837,519876,752793,2098947,6240258,13973461,20213719,6402194,17079094,-466832,3200757,7106842
521349,RIVER FALLS AREA HOSPITAL,WI,MW,4,R,2,CAH,274933,1562592,1144758,1159177,13132298,53469862,66602160,13132299,55257899,41039,558635,972079
281357,SIDNEY REGIONAL MEDICAL CENTER,NE,MW,4,R,2,CAH,484023,2056695,2172111,2566867,24332665,49891320,74223985,24290365,60291889,-1354113,2429326,4339381
451359,OCHILTREE GENERAL HOSPITAL,TX,SW,2,R,2,CAH,953810,583716,1299993,1811808,7828708,16606157,24434865,8621434,16606157,157753,442106,2277169
501305,LINCOLN HOSPITAL,WA,W,5,R,2,CAH,42924,488699,444190,1178227,6917485,24700976,31618461,3521053,29806123,1563942,4816680,7191278
511303,MINNIE HAMILTON HEALTH CARE CENTER,WV,SE,1,R,2,CAH,5436721,724120,17555406,17555406,8399729,16270353,24670082,8610657,18539503,445177,4828853,4389892
51321,HEALDSBURG DISTRICT HOSPITAL,CA,W,5,U,1,CAH,74901,2461697,1218162,1218162,40841584,64580170,105421754,42753097,75385438,1143244,16425721,35044011
40132,LEO N LEVI MEMORIAL HOSPITAL,AR,SE,1,U,1,STH,129310,280614,269956,269956,7215941,4105266,11321207,7215941,4105266,1477232,1805468,3064915
501326,PROVIDENCE MOUNT CARMEL HOSPITAL,WA,W,5,R,2,CAH,480497,1019677,1537455,1759683,21499396,87787192,109286588,21510195,95011482,1215673,9140860,24635164
111323,TATTNALL HOSPITAL COMPANY  LLC,GA,SE,1,R,2,CAH,148217,4503287,1165830,1474409,230391307,244116417,474507724,230392051,244156549,39660357,2447755,24526365
161354,HORN MEMORIAL HOSPITAL,IA,MW,4,R,2,CAH,33160,417556,297088,888481,5192675,25827155,31019830,5203103,26686136,171940,1612158,3405055
171381,MEMORIAL HOSPITAL - ABILENE,KS,MW,4,R,2,CAH,123559,1793787,1283680,2296449,17361051,38334396,55695447,18022652,39316044,-894262,466357,2563904
241367,WELIA HEALTH,MN,MW,4,R,2,CAH,81967,3010762,2887610,4748662,21384622,128568723,149953345,23397120,145707238,4989651,14641559,36603897
521341,THE RICHLAND HOSPITAL  INC,WI,MW,4,R,2,CAH,229012,2403843,1199656,3175925,18678317,61790394,80468711,19557616,69814083,1803776,3172251,12061180
501301,GARFIELD MEMORIAL HOSPITAL,WA,W,5,R,2,CAH,9734,76059,197310,1287716,1801892,2553487,4355379,2150630,2906840,-274583,837379,1056753
453025,MEMORIAL HERMANN TIRR,TX,SW,2,U,1,RH,949115,2388961,1800845,3277719,227682756,139510665,367193421,228727678,142196778,11142033,3255363,14337378
61301,RIO GRANDE HOSPITAL,CO,W,5,R,2,CAH,75860,940200,514465,1618447,5784877,30703203,36488080,6050501,36326033,2626224,2139092,6913797
501321,NORTH VALLEY HOSPITAL,WA,W,5,R,2,CAH,214158,1226636,1132409,2774782,5832563,22463487,28296050,5832563,27285146,585604,3933279,8990798
451370,TMC BONHAM HOSPITAL,TX,SW,2,R,2,CAH,2120650,6806158,4436923,4450552,21467185,39803567,61270752,21467185,39803567,-108595,1202850,8982807
111334,CANDLER COUNTY HOSPITAL,GA,SE,1,R,2,CAH,128555,5676233,1540681,1550477,9836946,47627528,57464474,10220540,50941375,2817859,1490492,7732471
141334,SAINT JOSEPH MEMORIAL,IL,MW,4,R,2,CAH,382366,5821694,2687727,2687727,11006563,213130912,224137475,11679336,219623206,2206358,8242407,51501407
361311,HARRISON COMMUNITY HOSPITAL,OH,MW,4,R,2,CAH,44723,1582448,825666,2555751,1960552,24928534,26889086,2227809,27504389,-1651937,877629,6580423
271347,HOLY ROSARY HEALTHCARE,MT,W,5,R,2,CAH,1050749,1313537,2004354,2014930,25466881,59824935,85291816,27406412,62721421,6037498,5391477,10965434
451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX,SW,2,R,2,CAH,833288,518679,1120915,1161514,1557385,13297287,14854672,1557385,13771373,4658102,165318,744633
670071,TEXAS HEALTH HEART & VASCULAR HOSP,TX,SW,2,U,1,STH,927380,1932135,1698510,1698510,92304556,103921346,196225902,92304554,103921344,5583687,124251,2010265
141316,HOOPESTON COMMUNITY MEMORIAL HOSPITA,IL,MW,4,R,2,CAH,2876798,1612288,3568837,10510634,8885255,124435951,133321206,9011949,140192115,-1243541,8966570,31466760
181301,MARCUM & WALLACE MEMORIAL HOSPITAL,KY,SE,1,R,2,CAH,152287,1807283,817844,2407527,17390676,57351633,74742309,17390675,57684347,-585540,4391808,21447569
231306,MACKINAC STRAITS HEALTH SYSTEM  INC,MI,MW,4,R,2,CAH,259988,1196210,954511,3086682,8832923,57680212,66513135,9119621,62308169,-94474,753057,5767483
41330,PIGGOTT COMMUNITY HOSPITAL,AR,SE,1,R,2,CAH,48063,1893177,917752,917752,9029911,32722860,41752771,9256331,35554881,-884915,826012,1415431
381317,TILLAMOOK REGIONAL MEDICAL CENTER,OR,W,5,R,2,CAH,854499,4528455,13527143,13527143,33870836,109214311,143085147,44701645,113254533,4042790,15494895,24207524
61306,LINCOLN COMMUNITY HOSPITAL,CO,W,5,R,2,CAH,18681,2154775,1447517,2689258,4533012,20526288,25059300,4523642,23696003,-134807,1387450,3964987
371300,ATOKA MEMORIAL HOSPITAL,OK,SW,2,R,2,CAH,89,2592902,1459719,2104958,7782992,9043181,16826173,7930241,10559275,-92033,573183,2127227
521355,THEDACARE-BERLIN,WI,MW,4,R,2,CAH,241614,2055118,1366315,1927497,35096055,100006053,135102108,37810022,106252220,13388335,4697087,14815365
31300,WICKENBURG COMMUNITY HOSPITAL,AZ,SW,2,U,1,CAH,117752,7312036,2776470,4038754,8860334,92736545,101596879,9000137,101908335,-2069878,2561891,11388812
60071,DELTA COUNTY MEMORIAL HOSPITAL,CO,W,5,R,2,STH,5025,3196553,1266797,1266797,39350891,137743921,177094812,36971207,169614846,-2951800,10232598,27208713
151300,COMMUNITY HOSPITAL OF BREMEN  INC.,IN,MW,4,R,2,CAH,41298,538934,362196,1078902,7239896,28200439,35440335,7788560,28200440,-746615,698996,2783270
151318,DUKES MEMORIAL HOSPITAL,IN,MW,4,R,2,CAH,912677,2833445,1631582,4248091,48649530,127786662,176436192,48644477,127791714,-4298997,4427273,38610240
151333,PUTNAM COUNTY HOSPITAL,IN,MW,4,U,1,CAH,719227,3582783,1925291,4577024,14326007,96024758,110350765,14664151,109301220,-4436802,3261265,17795923
170197,KANSAS MEDICAL CENTER,KS,MW,4,U,1,STH,36471,5189013,1721826,1854768,70028069,91258810,161286879,70028069,98920954,1485834,1590155,5350052
341316,HIGHLANDS CASHIERS HOSPITAL,NC,SE,1,R,2,CAH,894540,745505,1716159,1972019,3054125,24319054,27373179,3054137,26742841,-5505580,388704,1159801
361307,UH GENEVA MEDICAL CENTER,OH,MW,4,R,2,CAH,540495,4295446,2045965,3774421,28726348,148742229,177468577,28726348,151769491,5915844,4792864,32026755
511300,BROADDUS HOSPITAL ASSOCIATION,WV,SE,1,R,2,CAH,293453,783373,1890539,3370380,7178820,15711058,22889878,7296732,17997221,356965,3938333,7834218
511318,MONTGOMERY GENERAL HOSPITAL,WV,SE,1,R,2,CAH,50171,2213885,1113964,1326797,12751265,27285010,40036275,12647747,32811178,160486,3586680,9373127
141306,COMMUNITY HOSPITAL OF STAUNTON,IL,MW,4,R,2,CAH,2394,1330934,628638,628638,2755302,28744760,31500062,2831741,30270830,899541,1323843,4975557
331316,COMMUNITY MEMORIAL HOSPITAL,NY,NE,3,R,2,CAH,137941,1179135,866139,1673803,26958169,52929304,79887473,27034072,54533496,1974950,4358114,10597223
331318,CARTHAGE AREA HOSPITAL,NY,NE,3,R,2,CAH,28450,10870135,4887603,9477172,16673276,83931340,100604616,17093956,108295300,570665,9242511,31137827
451373,WARD MEMORIAL HOSPITAL,TX,SW,2,R,2,CAH,1368106,1866781,4685315,4766038,4775125,41017394,45792519,4704581,44888652,-302957,1084556,3381984
521318,LADD MEMORIAL HOSPTIAL,WI,MW,4,R,2,CAH,64045,1289918,987456,2348266,9526132,45964667,55490799,8943314,54501727,-3724865,1920026,6049274
61316,SPANISH PEAKS REGIONAL HEALTH,CO,W,5,R,2,CAH,43534,219331,167596,2488533,13538630,18546538,32085168,13542774,22725138,3401767,1941427,5868637
341329,BLUE RIDGE REGIONAL HOSPITAL,NC,SE,1,R,2,CAH,1232882,2545379,2825038,4898435,12077795,110235875,122313670,12120023,111458280,-3702823,1887482,13806456
521332,SPOONER HEALTH SYSTEM,WI,MW,4,R,2,CAH,189794,1504136,1655432,3381982,6470907,43888139,50359046,7359545,46947187,1572241,2002163,7747736
151331,HARRISON COUNTY HOSPITAL,IN,MW,4,R,2,CAH,120488,7217639,3486494,4190061,35781367,137071198,172852565,34992500,157093287,-1565524,7436308,39319070
171377,GREAT PLAINS OF SMITH CO.  INC,KS,MW,4,R,2,CAH,25177,214295,217143,712634,4401715,14090325,18492040,4401715,14626341,231171,277518,915465
201308,HOULTON REGIONAL HOSPITAL-AMENDED,ME,NE,3,R,2,CAH,149939,3600000,2408012,4825366,19520174,54638955,74159129,22458966,64306138,-1429665,5521950,14721798
241369,UNITED HOSPITAL DISTRICT,MN,MW,4,R,2,CAH,104494,2198479,1415086,3439440,12883974,40830485,53714459,16175548,55916981,2127020,3877504,11703882
111325,WILLS MEMORIAL HOSPITAL,GA,SE,1,R,2,CAH,168068,1069037,747377,992440,4693234,15334560,20027794,4662637,15365157,-58919,504902,1342279
181314,THE MEDICAL CENTER AT CAVERNA,KY,SE,1,R,2,CAH,129561,1106046,602316,807458,7921536,27379699,35301235,8520201,26831818,604224,4181765,10678611
361304,GREENFIELD AREA MEDICAL CENTER,OH,MW,4,R,2,CAH,354052,1872203,1219336,2470333,12641824,37309692,49951516,12641824,37485528,2083655,1921706,11132989
141345,SALEM TOWNSHIP HOSPITAL,IL,MW,4,R,2,CAH,509852,2101225,1286913,2033829,19499660,59761699,79261359,20956158,64568703,1157931,4004269,15664865
50296,HAZEL HAWKINS MEM. HOSPITAL,CA,W,5,U,1,STH,118377,3712228,2199621,2199621,65652237,160465693,226117930,69058968,158183481,-7014283,24169196,81950973
131325,BINGHAM MEMORIAL HOSPITAL,ID,W,5,R,2,CAH,311843,7370756,3497684,4783941,67279505,180461193,247740698,67458596,251917761,3051145,13493665,35520802
331317,LEWIS COUNTY GENERAL HOSPITAL,NY,NE,3,R,2,CAH,44593,747703,548900,9119849,42727187,93308728,136035915,44114623,115743406,3772816,3578892,25515499
254011,GULFPORT BEHAVIORAL HEALTH SYSTEM,MS,SE,1,U,1,PH,1372014,849915,1844629,1844629,20539800,90535,20630335,20539800,90535,-2836346,4907342,10526400
51329,SUTTER LAKESIDE HOSPITAL,CA,W,5,R,2,CAH,1502084,6718249,4339084,5270145,73075553,182760484,255836037,73714791,183033421,-666408,12170349,73586840
241353,CUYUNA REGIONAL MEDICAL CENTER,MN,MW,4,R,2,CAH,71739,3383785,1378418,6583442,68973296,223429783,292403079,68973296,287252379,3188125,12219005,53277975
371334,CARNEGIE TRI-COUNTY MUNICIPAL HOSPIT,OK,SW,2,R,2,CAH,136673,1511027,1788957,1788957,11313509,4874564,16188073,11475448,6732531,-3027720,565943,1592099
521351,REEDSBURG AREA MEDICAL CENTER,WI,MW,4,R,2,CAH,38754,874808,583033,4289655,13527618,98114777,111642395,17532228,113420549,-1367339,1336307,9773043
141308,WASHINGTON COUNTY HOSPITAL,IL,MW,4,R,2,CAH,14990,513442,352546,781164,2315730,17203209,19518939,2307773,18848446,13211,1171563,2330081
201304,MOUNT DESERT ISLAND HOSPITAL,ME,NE,3,R,2,CAH,272694,5236098,3683654,3683654,16379079,60587650,76966729,19593533,79514460,1830547,4122765,5445699
381314,SAMARITAN PACIFIC COMM HOSPIAL,OR,W,5,R,2,CAH,1178150,1721270,4355231,5286266,31691731,135206372,166898103,39427311,167363501,5357385,17613815,37486003
50763,SILVER LAKE MEDICAL CENTER,CA,W,5,U,1,STH,72563,403997,1491427,3202954,36665309,3143998,39809307,36665309,3143998,-1085398,1807546,14887836
101301,LIVE OAK SHANDS,FL,SE,1,R,2,CAH,1219551,5377932,2384800,3242779,18740943,53633328,72374271,18740943,53633328,-172844,1915330,15146644
101310,SHANDS STARKE,FL,SE,1,R,2,CAH,1392290,4327380,2565587,3808007,21917350,57348962,79266312,21984621,57348962,-1113174,2207072,14313024
381321,GRANDE RONDE HOSPITAL,OR,W,5,R,2,CAH,926682,823443,4351301,4351301,25331277,130803976,156135253,24762902,148048927,10589003,21401110,36279662
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,IL,MW,4,R,2,CAH,409991,508106,1239064,2112200,4274856,42574674,46849530,4345562,44792056,1219253,2469542,6074228
251330,FRANKLIN COUNTY HOSPITAL,MS,SE,1,R,2,CAH,378518,1167237,1002739,1025970,19640839,9200565,28841404,19671420,9883857,-497621,351012,963627
281348,TRI VALLEY HEALTH SYSTEM,NE,MW,4,R,2,CAH,77657,1167995,886391,969487,6224487,20899474,27123961,6858589,21832833,-307894,1075073,1658011
521321,RIPON MEDICAL CENTER,WI,MW,4,R,2,CAH,12677,2286734,1053799,1441326,13025053,41962823,54987876,13682842,49372107,678423,1630034,4783738
141351,CLAY COUNTY HOSPITAL,IL,MW,4,R,2,CAH,217716,2794067,3841091,6290614,9214610,63989908,73204518,10183004,64524872,3542276,2574734,14740894
501319,ARBOR HEALTH MORTON HOSPITAL,WA,W,5,R,2,CAH,76505,824575,568334,2433882,9644427,33177535,42821962,9869599,35478644,484811,3957577,9102516
271336,NORTH VALLEY HOSPITAL,MT,W,5,R,2,CAH,321332,2849646,2066934,3477250,32786316,76000449,108786765,33713715,83846373,14956738,9260586,19572059
501304,SUMMIT PACIFIC MEDICAL CENTER,WA,W,5,R,2,CAH,822394,4095199,2629025,2629025,8263842,84684778,92948620,9319231,93290279,6258228,14946595,31539005
341319,TRANSYLVANIA COMMUNITY HOSPITAL,NC,SE,1,R,2,CAH,1627006,3757627,3963603,6144825,18549470,125561710,144111180,18549770,133508083,-3315292,4015586,20546515
51333,RIDGECREST REGIONAL HOSPITAL,CA,W,5,U,1,CAH,82816,4728791,1784834,5050705,91273066,187402205,278675271,92345667,200168914,200529,23741768,73527587
371340,MEMORIAL HOSPITAL OF TEXAS COUNTY,OK,SW,2,R,2,CAH,303303,300000,425278,540082,1025951,4005872,5031823,1007441,4991164,-212,500000,1500000
340190,NOVANT HEALTH MINT HILL MEDICAL CTR,NC,SE,1,U,1,STH,106638,95553,159942,758319,9477059,23367418,32844477,9663957,23434898,-10870485,231499,1487633
31314,COBRE VALLEY REG. MEDICAL CENTER,AZ,SW,2,R,2,CAH,30760,4433393,1575199,13230150,55164034,107988709,163152743,55164034,107988709,4255800,16475581,80759903
371340,MEMORIAL HOSPITAL OF TEXAS COUNTY,OK,SW,2,R,2,CAH,17452,376000,184433,355649,1193390,4204362,5397752,1175417,5096368,-79013,500000,1500000
381313,ST. CHARLES MED CTR - PRINEVILLE,OR,W,5,R,2,CAH,577265,549906,2089673,3087497,12623688,65249696,77873384,13567329,67936230,15546249,8006431,17507719
501310,NEWPORT COMMUNITY HOSPITAL,WA,W,5,R,2,CAH,504500,1235300,1203615,1203615,12301442,41667048,53968490,12262217,48572846,3070328,6834615,10960179
501314,OCEAN BEACH HOSPITAL,WA,W,5,R,2,CAH,147690,1701380,1127065,4106775,7601538,36963410,44564948,8610556,46420754,1353290,4082075,12005040
381324,ST CHARLES MADRAS,OR,W,5,R,2,CAH,574521,936493,2369801,2369801,15523212,45944760,61467972,15916020,49149451,11580931,11491149,24728829
170166,MORTON COUNTY HEALTH SYSTEM,KS,MW,4,R,2,STH,26004,251491,213483,448051,3102577,6193928,9296505,3058310,6535136,-316646,233544,581326
141343,CRAWFORD MEMORIAL HOSPITAL,IL,MW,4,R,2,CAH,686891,2269870,2623667,8029760,15198272,71507291,86705563,16664980,81907631,-1263355,4226034,23821435
171326,LOGAN COUNTY HOSPITAL,KS,MW,4,R,2,CAH,163132,107828,227816,227816,5348676,12233460,17582136,5558593,13140552,-674680,1258793,1995261
321310,HOLY CROSS HOSPITAL,NM,SW,2,R,2,CAH,33826,4321305,2216713,2216713,22068638,97132687,119201325,24466103,110102525,-78497,12808807,30914955
41313,OZARK HEALTH  INC,AR,SE,1,R,2,CAH,176407,853199,549446,1187433,16249316,41580291,57829607,16066221,43451411,4802444,1555762,4761008
51315,TRINITY HOSPITAL,CA,W,5,R,2,CAH,12707,665783,354841,1526372,11867616,16134161,28001777,12411163,16850443,5534873,3661616,8281614
261301,ELLETT MEMORIAL HOSPITAL,MO,MW,4,R,2,CAH,6251,888993,935106,1051081,1909631,7939479,9849110,1910165,8462637,560644,902135,961333
441306,ERLANGER BLEDSOE HOSPITAL,TN,SE,1,R,2,CAH,1236893,1882642,1701607,3972135,7840729,62574834,70415563,7833296,63902384,3275006,157205,15742772
381311,LOWER UMPQUA HOSPITAL,OR,W,5,R,2,CAH,18975,1248438,865318,1157720,5468558,36025520,41494078,6136573,41039270,1251223,4521176,8974561
441304,JOHNSON COUNTY COMMUNITY HOSPITAL,TN,SE,1,R,2,CAH,438123,770952,718583,1108890,81382,22208393,22289775,166543,22123232,2661221,840078,4360446
111305,MILLER COUNTY HOSPITAL,GA,SE,1,R,2,CAH,753924,2551521,2784706,5762279,38012093,20185012,58197105,42937190,24241652,10321199,2260445,7131665
111327,BACON COUNTY HOSPITAL,GA,SE,1,R,2,CAH,687874,5924283,3450869,3476445,38721804,44580962,83302766,40566064,43822094,-112462,2453928,9137917
11305,ST. VINCENTS BLOUNT,AL,SE,1,U,1,CAH,16449167,12724273,21518307,21518307,15352991,71362544,86715535,15086722,71394476,-292779,569049,8221342
111308,CLINCH MEMORIAL HOSPITAL,GA,SE,1,R,2,CAH,158422,1246957,1507781,1518983,7636524,10305636,17942160,7824182,10598955,-1174000,763383,1409392
